article_id,db_id,resource_name,access,available,unavailable_message,available_update_date,notes,article_year,citations
230,MBDC0137,Human Collagen Mutation Database,http://www.le.ac.uk/depts/ge/collagen/collagen.htm,yes,not_applicable,2016,not_applicable,1997,182
231,NAR9068,ECDC: E coli Database Compilation,http://susi.bio.uni-giessen.de/usr/local/www/html/ecdc.html,no,can't be reached,not_applicable,not_applicable,1997,11
232,MBDC0248,SRPDB: Signal Recognition Particle Database,http://pegasus.uthct.edu/SRPDB/SRPDB.html,no,can't be reached,not_applicable,not_applicable,1997,12
233,MBDC0230,5S rRNA Data Bank (Erdmann),http://www.//rose.man.poznan.pl/5SData/5SRNA.html,no,can't be reached,not_applicable,Mirror fail; http://www.chemie.fu-berlin.de/fb/agerdmann/5S_rRNA.html not found,1997,14
234,NAR9328,Yale Mutation Databases,http://info.med.yale.edu/mutbase/,no,related generic reseach institution site redirect,not_applicable,not_applicable,1997,5
235,NAR9181,MmtDB,http://WWW.ba.cnr.it/-areamt08/MmtDBWWW.htm,no,not found,not_applicable,not_applicable,1997,4
236,MBDC0245,RNAMDB: RNA Modification Database,http://www-medlib.med.utah.edu/RNAmods/RNAmods.html,no,can't be reached,not_applicable,not_applicable,1997,15
237,MBDC0084,MITOMAP,http://www.gen.emory.edu/mitomap.html,no,can't be reached,not_applicable,not_applicable,1997,27
238,NAR9014,APC Gene,Physical,not_www,not_applicable,not_applicable,not_applicable,1997,8
238,NAR9211,p53 Gene Mutations Database,Physical,not_www,not_applicable,not_applicable,not_applicable,1997,8
239,MBDC0182,NRR: Nuclear Receptor Resource,http://nrr.georgetown.edu/nrr.html.,no,can't be reached,not_applicable,not_applicable,1997,7
240,NAR9052,DEF: Database of Expected Fold-classes,http://zeus.cs.uoi.gr/neural/biocomputing/def.html,no,forbidden,not_applicable,not_applicable,1997,7
241,MBDC0195,Ribonuclease P Database,http://www.mbio.ncsu.edu/RNaseP/home.html,yes,not_applicable,2005,Examples dates; example of last update on homepage is 2013 but database update is 2005 (news),1997,11
242,NAR9277,Small RNA database (Reddy),http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html,no,can't be reached,not_applicable,not_applicable,1997,5
243,NAR9316,Virgil,http://www.infobiogen.fr/services/virgil/home.html,no,can't be reached,not_applicable,DB Content; A database of rich links between GDB and GenBank,1998,5
244,MBDC0195,Ribonuclease P Database,http://www.mbio.ncsu.edu/RNaseP/home.html,yes,not_applicable,2005,not_applicable,1998,55
245,MBDC0442,EMBL-EBI Dali,www.embl-ebi.ac.uk/dali,yes,not_applicable,unknown,Access - Transfer/Redirect; redirected to EBI PDBeFold,1998,563
246,MBDC0245,RNAMDB: RNA Modification Database,http://www-medlib.med.utah/RNAmods/RNAmods.html,no,can't be reached,not_applicable,not_applicable,1998,66
247,NAR9181,MmtDB,http://WWW.ba.cnr.it/~areamt08/MmtDBWWW.htm,no,not found,not_applicable,not_applicable,1998,6
248,MBDC0116,RegulonDB,http://www.cifn.unam.mx/Computational_Biology/regulondb,no,not found,not_applicable,not_applicable,1998,115
249,MBDC0181,MHCPEP: MHC-binding peptides,http://wehih.wehi.edu.au/mhcpep/,no,related generic reseach institution site redirect,not_applicable,not_applicable,1998,169
250,MBDC0038,HvrBase: HyperVariable Region Database,http://www.zi.biologie.uni-muenchen.de/~meyers/mtdna.html,no,service unavailable,not_applicable,"Access - Failure Notes; login required, on request by contact to authors - database should be availbale",1998,65
251,NAR9024,AtDB: Arabidopsis thaliana Database,http://genome-www.stanford.edu/,yes,not_applicable,unknown,not_applicable,1998,21
252,MBDC0030,CUTG: Codon Usage Tabulated from GenBank,http://www.dna.affrc.go.jp/~nakamura/CUTG.html,no,service unavailable,not_applicable,not_applicable,1998,54
253,MBDC0087,MGD: Mouse Genome Database,http://www.informatics.jax.org,yes,not_applicable,2016,not_applicable,1998,26
254,NAR9119,HAMSTeRS: Haemophilia A Mutation Structure Test and Resource Site,http://europium.mrc.rpms.ac.uk,no,can't be reached,not_applicable,not_applicable,1998,180
255,MBDC0362,IARC p53 Database,http://www.iarc.fr/p53/homepage.htm,no,not found,not_applicable,Provenance; database of these mutations was initiated by M. Hollstein and C. C. Harris in 1990,1998,379
256,NAR9304,U-insertion/deletion Edited Sequence Database,http://www.lifesci.ucla.edu/RNA/trypanosome/database.html,no,not found,not_applicable,not_applicable,1998,34
257,NAR9146,ISSD: Integrated Sequence-Structure Database,http://www.protein.bio.msu.su/issd/,no,can't be reached,not_applicable,not_applicable,1998,25
258,MBDC0357,SGD: Saccharomyces Genome Database,http://genome-www.stanford.edu/Saccharomyces/,yes,not_applicable,2017,not_applicable,1998,588
259,MBDC0033,EPD: Eukaryotic Promoter Database,http://cmpteam4.unil.ch,no,can't be reached,not_applicable,not_applicable,1998,87
260,NAR9323,WT1 Gene Database,Physical,not_www,not_applicable,not_applicable,not_applicable,1998,33
261,NAR9288,SWISS-PROT,http://www.expasy.ch/,yes,not_applicable,2017,not_applicable,1998,184
262,NAR9130,HuGeMap,http://www.infobiogen.fr/services/Hugemap,no,can't be reached,not_applicable,not_applicable,1998,6
263,NAR9116,GSDB: Genome Sequence DataBase,www.ncgr.org/gsdb,no,not found,not_applicable,not_applicable,1998,16
264,MBDC0340,TRANSFAC,http://transfac.gbf.de/TRANSFAC,no,can't be reached,not_applicable,not_applicable,1998,1236
265,NAR9294,tmRNA Website,http://www.wi.mit.edu/bartel/tmRNA/home,no,not found,not_applicable,Disambiguation; Note: different than the tmRDB,1998,34
266,NAR9124,HGMD: Human Gene Mutation Database,http://uwcm.ac.uk/uwcm/mg/hgmd0.html,no,can't be reached,not_applicable,not_applicable,1998,124
267,NAR9178,MitBASE,http://www.ebi.ac.uk/htbin/Mitbase/mitbase.pl,no,not found,not_applicable,not_applicable,1998,5
268,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://www.mips.biochem.mpg.de,no,can't be reached,not_applicable,not_applicable,1998,67
269,NAR9095,GDB: Genome Data Base,http://www.gdb.org,no,unrelated site redirect,not_applicable,not_applicable,1998,80
270,NAR9299,Transgenic Rodent Mutations Database,http://sunsite.unc.edu/dnam/mainpage.html,yes,not_applicable,unknown,not_applicable,1998,33
271,MBDC0136,Human PAX6 Mutation Database,http://www.hgu.mrc.ac.uk/Softdata/PAX6/,no,related generic reseach institution site redirect,not_applicable,not_applicable,1998,57
272,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,1998,22
273,MBDC0108,EcoCyc,http://ecocyc.PangeaSystems.com/ecocyc/,no,can't be reached,not_applicable,not_applicable,1998,46
274,MBDC0252,UTRdb: UnTranslated Regions of eukaryotic mRNAs database,http://bio-www.ba.cnr.it:8000/srs5/,no,can't be reached,not_applicable,not_applicable,1998,15
275,MBDC0165,GenProtEC: Genes and proteins of Escherichia coli K-12,http://www.mbl.edu/html/ecoli.html,no,not found,not_applicable,not_applicable,1998,43
276,NAR9230,PLMltRNA,http://www.ebi.ac.uk/service,no,not found,not_applicable,Link; double checked URL in paper - this is it,1998,4
277,MBDC0185,ooTFD: Object Oriented Transcription Factors Database,http://www.isbi.net/,no,unrelated site redirect,not_applicable,not_applicable,1998,14
278,MBDC0167,HDB: Histone Database,http://www.nhgri.nih.gov/DIR/GTB/HISTONES,no,not found,not_applicable,not_applicable,1998,27
279,MBDC0209,O-GLYCBASE,http://www.cbs.dtu.dk/databases/OGLYCBASE/,yes,not_applicable,unknown,not_applicable,1998,18
280,MBDC0172,IMGT: ImMunoGeneTics database,http://imgt.cnusc.fr:8104,no,can't be reached,not_applicable,not_applicable,1998,59
281,MBDC0182,NRR: Nuclear Receptor Resource,http://nrr.georgetown.edu/nrr/nrr.html,no,can't be reached,not_applicable,not_applicable,1998,15
282,MBDC0225,SWISS-2DPAGE,http://www.expasy.ch/ch2d/ch2d-top.html,yes,not_applicable,2011,not_applicable,1998,21
283,NAR9236,PROMISE,http://bioinf.leeds.ac.uk/promise/,no,can't be reached,not_applicable,Naming; PROMISE (Prosthetic centres and metal ions in protein active sites),1998,12
284,MBDC0229,RNA Mutations (Triman Database),http://www.fandm.edu/Departments/Biology/Databases/RNA.html,yes,not_applicable,unknown,not_applicable,1998,16
285,MBDC0071,FlyBase,http://flybase.bio.indiana.edu/,yes,not_applicable,2016,not_applicable,1998,66
286,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://www.neb.com/rebase,no,not found,not_applicable,not_applicable,1998,44
287,NAR9277,Small RNA database (Reddy),http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html,no,can't be reached,not_applicable,not_applicable,1998,17
288,MBDC0194,PIR: Protein Identification Resouce,http://www-nbrf.georgetown.edu/pir/,no,not found,not_applicable,not_applicable,1998,64
289,MBDC0068,CyanoBase,http://www.kazusa.or.jp/cyano/,yes,not_applicable,2012,not_applicable,1998,138
290,NAR9155,LDLR Database,http://www.umd.necker.fr,no,can't be reached,not_applicable,not_applicable,1998,71
291,NAR9185,MPW: Metabolic PathWays database ,www.biobase.com/emphome.html/homepage.html/pags/pathways.html,no,can’t be reached,not_applicable,not_applicable,1998,95
292,NAR9159,Marfan Database,http://www.umd.necker.fr,no,can't be reached,not_applicable,not_applicable,1998,82
293,MBDC0250,tmRDB: tmRNA database,http://www.uthct.edu/tmRDB/tmRDB.html,no,not found,not_applicable,Disambiguation; Note: different than the tmRNA website (Williams),1998,5
294,NAR9211,p53 Gene Mutations Database,http://perso.curie.fr/tsoussi,no,service unavailable,not_applicable,not_applicable,1998,152
295,MBDC0130,Haemophilia B,http://www.umds.ac.uk/molgen/haemBdatabase.htm,no,related generic reseach institution site redirect,not_applicable,not_applicable,1998,118
296,MBDC0074,GOBASE,http://megasun.bch.umontreal.ca/gobase/gobase.html,yes,not_applicable,2010,not_applicable,1998,37
297,MBDC0084,MITOMAP,http://www.gen.emory.edu/MITOMAP,no,can't be reached,not_applicable,not_applicable,1998,121
298,MBDC0040,PLACE: PLAnt Cis-acting regulatory DNA Elements,http://www.dna.affrc.go.jp/htdocs/PLACE/,no,service unavailable,not_applicable,"Access - Failure Notes; Service Status; Some of our database services, such as PLACE and KOME, are temporarily terminated for some reason. Unfortunately at the moment we don't know when we will be able to resume the services.",1998,109
299,MBDC0137,Human Collagen Mutation Database,http://www.le.ac.uk/genetics/collagen/,yes,not_applicable,2016,Licensing; fascinating copyright notice,1998,144
300,NAR9314,VHL Gene Database,http://www.umd.necker.fr,no,can't be reached,not_applicable,not_applicable,1998,98
301,NAR9005,Ad5 E1A Database,http://www.geocities.com/CapeCanaveral/Hangar/2541/,no,unrelated site redirect,not_applicable,not_applicable,1998,5
302,NAR9328,Yale Mutation Databases,http://info.med.yale.edu/mutbase/,no,related generic reseach institution site redirect,not_applicable,not_applicable,1998,3
303,MBDC0203,Blocks database,http://www.blocks.fhcrc.org,yes,not_applicable,2007,not_applicable,1998,50
304,NAR9317,Viroid and Viroid-Like RNA Database,http://www.callisto.si.usherb.ca/~jppera,no,can't be reached,not_applicable,not_applicable,1998,4
305,MBDC0230,5S rRNA Data Bank (Erdmann),http://www.//rose.man.poznan.pl/5SData/5SRNA.html,no,can't be reached,not_applicable,Mirror fail; http://www.chemie.fu-berlin.de/fb/agerdmann/5S_rRNA.html not found,1998,31
306,MBDC0166,GPCRDB: G Protein-Coupled Receptor Database,http://www.gpcr.org/7tm,yes,not_applicable,2016,not_applicable,1998,323
307,MBDC0214,ProDom,http://protein.toulouse.inra.fr/prodom.html,no,not found,not_applicable,not_applicable,1998,158
308,MBDC0123,BTKbase: Bruton's agammaglobulinemia Tyrosine Kinase database,http://www.helsinki.fi/science/signal/btkbase.html,no,can't be reached,not_applicable,not_applicable,1998,66
309,MBDC0296,MPDB: Molecular Probe Data Base,http://www.biotech.ist.unige.it/interlab/mpdb.html,no,can't be reached,not_applicable,not_applicable,1998,2
310,NAR9014,APC Gene,http://perso.curie.fr/tsoussi,no,service unavailable,not_applicable,not_applicable,1998,109
311,MBDC0210,Pfam,http://www.sanger.ac.uk/Pfam/,no,related generic reseach institution site redirect,not_applicable,Mirror fail; http://genome.wustl.edu/Pfam/ not found,1998,449
312,NAR9068,ECDC: E coli Database Compilation,http://susi.bio.uni-giessen.de/ecdc.html,no,can't be reached,not_applicable,not_applicable,1998,9
313,MBDC0126,Germline p53 Mutations in Cancer Prone Families,http://www.If2.cuni.cz,no,can't be reached,not_applicable,not_applicable,1998,35
314,MBDC0212,PRINTS,http://www.biochem.ucl.ac.uk/bsm/dbbrowser/,yes,not_applicable,2009,not_applicable,1998,82
315,MBDC0463,European Ribosomal RNA Database,http://rrna.uia.ac.be/,yes,not_applicable,unknown,Naming; large ribosomal subunit RNA database (De Wachter),1998,43
316,NAR9253,RHdb: radiation hybrid database,http://www.ebi.ac.uk/RHdb/RHdb.html,no,not found,not_applicable,not_applicable,1998,16
317,NAR9147,IXDB: integrated X chromosome database,http://ixdb.mpimg-berlin-dahlem.mpg.de,no,can't be reached,not_applicable,not_applicable,1998,4
318,NAR9117,Guide RNA database,http://www.biochem.mpg.de/~goeringe/,no,not found,not_applicable,not_applicable,1998,0
319,MBDC0105,DRC: Database of Ribosomal Crosslinks,http://Ribosome.Genebee.MSU.SU/DRC/,no,not found,not_applicable,not_applicable,1998,19
320,MBDC0463,European Ribosomal RNA Database,http://rrna.uia.ac.be/ssu/,no,can't be reached,not_applicable,not_applicable,1998,99
321,MBDC0162,"ESTHER: ESTerases, alpha-beta Hydrolase Enzymes and Relatives",http://www.ensam.inra.fr/cholinesterase,no,can't be reached,not_applicable,not_applicable,1998,55
322,NAR9042,Compilation of tRNA sequences and sequences of tRNA genes,http://www.uni-bayreuth.de/departments/biochemie/trna/,no,related generic reseach institution site redirect,not_applicable,not_applicable,1998,690
323,MBDC0048,TransTerm,http://biochem.otago.ac.nz:800/Transterm/html,no,can't be reached,not_applicable,not_applicable,1998,21
324,NAR9202,NRSub: non-redundant Bacillus subtilis database,http://ddbjs4h.genes.nig.ac.jp/,no,can't be reached,not_applicable,not_applicable,1998,7
325,NAR9223,PhosphoBase,http://www.cbs.dtu.dk/databases/PhosphoBase/,yes,not_applicable,unknown,"Access - Transfer/Redirect; PhosphoBase, a database of phosphorylation sites, has moved to Phospho.ELM at http://phospho.elm.eu.org/. It is hosted by EMBL.",1998,44
326,MBDC0110,EpoDB,http://cbil.humgen.upenn.edu/epodb,no,can't be reached,not_applicable,not_applicable,1998,5
327,NAR9287,SV40 T Antigen Database,http://www.pitt.edu/∼pipaslab/,no,not found,not_applicable,Indexing - link error; wrong URL in scopus abstract,1998,6
328,MBDC0120,Androgen Receptor Gene Mutations Database,http://www.mcgill.ca/androgendb/,no,related generic reseach institution site redirect,not_applicable,not_applicable,1998,136
329,NAR9329,YPD: Yeast Proteome Database,http://www.proteome.com/YPDhome.html,no,can't be reached,not_applicable,not_applicable,1998,59
330,NAR9129,HSSP: Homology-Derived Structures of Proteins,http://www.sander.embl-ebi.ac.uk/hssp/,no,can't be reached,not_applicable,not_applicable,1998,152
332,MBDC0144,PAH Mutation Analysis Consortium Database,http://www.mcgill.ca/pahdb,no,can't be reached,not_applicable,not_applicable,1998,42
333,MBDC0002,EMBL-EBI ENA: European Nucleotide Archive,http://www.ebi.ac.uk/embl.html,no,not found,not_applicable,not_applicable,1998,68
334,MBDC0003,NCBI Genbank,http://www.ncbi.nlm.nih.gov/,yes,not_applicable,2017,not_applicable,1998,312
335,MBDC0248,SRPDB: Signal Recognition Particle Database,http://pegasus.uthct.edu/SRPDB/SRPDB.html,no,can't be reached,not_applicable,not_applicable,1998,29
336,NAR9089,FlyNets,http://gifts.univ-mrs.fr/GIFTS-home-page.html,no,can't be reached,not_applicable,not_applicable,1998,3
336,NAR9108,GIF-DB: Gene Interactions in the Fly Database,http://gifts.univ-mrs.fr/GIFTS-home-page.html,no,can't be reached,not_applicable,not_applicable,1998,3
337,MBDC0210,Pfam,http://www.sanger.ac.uk/Software/Pfam/,no,related generic reseach institution site redirect,not_applicable,Mirror fail; http://www.cgr.ki.se/Pfam/; http://pfam.wustl.edu/ both can't be reached,1999,432
